METAR,RCMQ,050230Z,330,06KT,9999,FEW006 BKN025 BKN080,25,16,Q1019,NOSIG,A3011,,,,,,,,,,,,
METAR,RCMQ,050200Z,020,04KT,9999,FEW006 BKN025 BKN080,25,18,Q1019,NOSIG,A3011,,,,,,,,,,,,
METAR,RCMQ,050130Z,040,02KT,8000,FEW006 BKN025 BKN080,23,19,Q1019,NOSIG,A3011,,,,,,,,,,,,
SPECI,RCMQ,050105Z,020,04KT,6000,FEW006 BKN016 BKN050,21,18,Q1019,NOSIG,A3011,,,,,,,,,,,,
METAR,RCMQ,050100Z,020,04KT,4800,BR,FEW006 BKN016 BKN050,21,18,Q1019,BECMG,5000,BR,A3011,,,,,,,,,
METAR,RCMQ,050030Z,050,03KT,4800,BR,FEW006 BKN016 BKN050,19,17,Q1019,NOSIG,A3011,,,,,,,,,,,
SPECI,RCMQ,050015Z,020,04KT,4000,BR,SCT002 BKN016 BKN050 SCT002,18,17,Q1019,NOSIG,A3011,APCH,CLD,,,,,,,,,
SPECI,RCMQ,050004Z,350,04KT,2400,BR,SCT002 BKN016 BKN050 SCT002,17,17,Q1019,NOSIG,A3011,APCH,CLD,,,,,,,,,
METAR,RCMQ,050000Z,350,04KT,1600,BR,SCT002 BKN016 BKN050 SCT002,17,17,Q1019,NOSIG,A3011,APCH,CLD,,,,,,,,,
SPECI,RCMQ,042340Z,350,04KT,1600,BR,SCT002 BKN050 SCT002,17,17,Q1019,BECMG,1600,BR,A3011,APCH,CLD,,,,,,,
METAR,RCMQ,042330Z,340,04KT,1200,R36,1800U,BR,SCT002 BKN050 SCT002,17,17,Q1019,BECMG,TL2400,1200,BR,A3011,APCH,CLD,,,,
SPECI,RCMQ,042320Z,350,03KT,1200,R36,1400U,BR,SCT002 BKN050 SCT002,17,17,Q1019,REDZ,BECMG,TL2400,1200,BR,A3011,APCH,CLD,,,
METAR,RCMQ,042300Z,350,03KT,0800,R36,1000N,FG,SCT002 BKN016 BKN050 SCT002,17,16,Q1019,REDZ,BECMG,TL2400,1200,BR,A3010,RA,AMT,T,APCH,CLD
SPECI,RCMQ,042252Z,350,03KT,0800,R36,1000U,FG,SCT002 BKN016 BKN050 BKN002 SCT002,17,16,Q1019,REDZ,BECMG,TL2400,0600,FG,A3010,APCH,CLD,,,
METAR,RCMQ,042230Z,360,04KT,0600,R36,0900N,DZ,FG,BKN002 BKN008 BKN002,17,16,Q1019,BECMG,TL2400,0600,FG,A3010,,,,,
METAR,RCMQ,042200Z,350,04KT,0600,R36,0900N,DZ,FG,BKN002 OVC008 BKN002,17,16,Q1019,BECMG,TL2300,1200,-DZ,BR,A3009,RA,AMT,T,
SPECI,RCMQ,042153Z,340,04KT,0600,R36,0900U,DZ,FG,BKN002 OVC008 BKN002,17,16,Q1019,BECMG,TL2300,0600,DZ,FG,A3009,,,,
METAR,RCMQ,042130Z,340,04KT,0200,R36,0400U,FG,VV002,17,16,Q1019,BECMG,TL2300,0200,FG,BKN002,A3009,,,,,
METAR,RCMQ,042100Z,360,05KT,0200,R36,0300N,FG,VV002,17,16,Q1018,BECMG,TL2300,0200,FG,BKN002,A3008,,,,,
SPECI,RCMQ,042055Z,360,04KT,0200,R36,0300D,FG,VV002,16,16,Q1018,A3007,,,,,,,,,,
METAR,RCMQ,042030Z,360,04KT,0800,R36,0500N,FG,BKN002 BKN008,16,16,Q1018,A3007,,,,,,,,,,
SPECI,RCMQ,042008Z,010,03KT,0800,R36,500,FG,BKN002 BKN008,16,15,Q1018,A3007,,,,,,,,,,
METAR,RCMQ,042000Z,010,03KT,1600,BR,SCT003 BKN012 BKN050,16,15,Q1018,A3007,,,,,,,,,,,,
SPECI,RCMQ,041945Z,360,03KT,1600,BR,SCT003 BKN012 BKN050,16,16,Q1018,A3007,,,,,,,,,,,,
SPECI,RCMQ,041920Z,330,04KT,2400,BR,SCT004 BKN012 BKN050,17,16,Q1018,A3007,,,,,,,,,,,,
METAR,RCMQ,041900Z,310,04KT,4000,BR,FEW004 SCT012 BKN060,16,15,Q1018,A3007,,,,,,,,,,,,
SPECI,RCMQ,041855Z,310,04KT,4000,BR,FEW004 SCT012 BKN060,16,15,Q1018,A3007,,,,,,,,,,,,
METAR,RCMQ,041800Z,290,04KT,6000,FEW010 BKN060,17,15,Q1018,A3008,,,,,,,,,,,,,
METAR,RCMQ,041700Z,000,00KT,8000,FEW010 BKN060,18,16,Q1019,A3009,,,,,,,,,,,,,
METAR,RCMQ,041600Z,000,00KT,9000,FEW010 BKN060,19,16,Q1018,A3008,,,,,,,,,,,,,
METAR,RCMQ,041500Z,170,04KT,9999,FEW012 BKN080,19,16,Q1018,A3008,,,,,,,,,,,,,
METAR,RCMQ,041400Z,150,05KT,9999,FEW012 BKN080,19,16,Q1018,A3009,,,,,,,,,,,,,
METAR,RCMQ,041330Z,140,03KT,9999,FEW012 BKN080,19,16,Q1019,A3009,,,,,,,,,,,,,
METAR,RCMQ,041300Z,000,00KT,9999,FEW012 BKN080,18,16,Q1019,A3009,,,,,,,,,,,,,
METAR,RCMQ,041230Z,000,00KT,9999,FEW012 BKN080,18,16,Q1018,NOSIG,A3008,,,,,,,,,,,,
METAR,RCMQ,041200Z,010,03KT,9999,FEW012 BKN080,17,16,Q1018,NOSIG,A3008,,,,,,,,,,,,
METAR,RCMQ,041130Z,360,03KT,9999,FEW012 BKN080,17,15,Q1018,NOSIG,A3007,,,,,,,,,,,,
METAR,RCMQ,041100Z,360,03KT,9999,FEW012 BKN080,16,14,Q1018,NOSIG,A3006,,,,,,,,,,,,
