METAR,RCNN,100300Z,040,02KT,9000,FEW012,22,12,Q1022,NOSIG,A3020,
METAR,RCNN,100230Z,050,03KT,8000,FEW012,21,13,Q1023,NOSIG,A3021,
METAR,RCNN,100200Z,030,05KT,8000,FEW012,20,13,Q1023,NOSIG,A3021,
METAR,RCNN,100130Z,040,04KT,8000,FEW012,19,13,Q1023,NOSIG,A3022,
METAR,RCNN,100100Z,050,04KT,7000,FEW012,18,13,Q1023,NOSIG,A3022,
METAR,RCNN,100030Z,060,03KT,6000,FEW012,17,13,Q1023,NOSIG,A3022,
METAR,RCNN,100000Z,020,08KT,6000,FEW012,16,13,Q1023,NOSIG,A3022,
METAR,RCNN,092330Z,010,07KT,5000,BR,FEW010 SCT060,15,13,Q1023,NOSIG,A3021
METAR,RCNN,092300Z,040,06KT,5000,BR,FEW010 SCT060,15,13,Q1023,NOSIG,A3021
SPECI,RCNN,092252Z,020,07KT,5000,BR,FEW010 SCT060,15,13,Q1023,NOSIG,A3021
METAR,RCNN,092230Z,010,10KT,6000,FEW010 SCT100,15,13,Q1023,NOSIG,A3021,
METAR,RCNN,092200Z,010,10KT,8000,FEW012 SCT025,15,13,Q1022,NOSIG,A3020,
SPECI,RCNN,092145Z,010,05KT,5000,BR,FEW012 SCT060,19,17,Q1018,NOSIG,A3008
METAR,RCNN,092130Z,010,09KT,8000,FEW012 SCT025,15,13,Q1022,NOSIG,A3020,
METAR,RCNN,092100Z,010,09KT,8000,FEW012 SCT025,15,13,Q1022,NOSIG,A3019,
METAR,RCNN,092030Z,020,11KT,8000,FEW012 SCT025,15,13,Q1022,A3019,,
METAR,RCNN,092000Z,020,13KT,8000,FEW012,15,13,Q1022,A3019,,
METAR,RCNN,091900Z,040,12KT,8000,FEW012,15,13,Q1022,A3019,,
METAR,RCNN,091800Z,030,10KT,8000,FEW012,15,13,Q1022,A3019,,
METAR,RCNN,091700Z,030,09KT,8000,FEW012,15,12,Q1022,A3019,,
METAR,RCNN,091600Z,020,06KT,8000,FEW012,15,13,Q1022,A3020,,
METAR,RCNN,091500Z,010,04KT,9999,FEW012,15,13,Q1022,A3020,,
METAR,RCNN,091400Z,360,06KT,9999,FEW012,16,12,Q1022,A3020,,
METAR,RCNN,091330Z,350,04KT,9999,FEW012,15,12,Q1022,A3020,,
METAR,RCNN,091300Z,350,04KT,9999,FEW012,15,12,Q1022,A3020,,
METAR,RCNN,091230Z,350,04KT,9999,FEW012,15,12,Q1022,A3019,,
METAR,RCNN,091200Z,350,03KT,9999,FEW012,16,11,Q1022,A3019,,
METAR,RCNN,091130Z,350,03KT,9999,FEW012 SCT060,16,11,Q1021,A3017,,
METAR,RCNN,091100Z,350,05KT,9999,FEW012 SCT060,17,11,Q1021,A3017,,
METAR,RCNN,091030Z,330,06KT,9999,FEW012 SCT060,17,11,Q1021,NOSIG,A3016,
METAR,RCNN,091000Z,360,06KT,9999,FEW012 SCT060,18,11,Q1021,NOSIG,A3015,
METAR,RCNN,090930Z,360,07KT,9999,FEW012 SCT030,19,11,Q1020,NOSIG,A3014,
METAR,RCNN,090900Z,010,08KT,9999,FEW012 SCT030,20,12,Q1020,NOSIG,A3014,
METAR,RCNN,090830Z,350,09KT,9999,FEW012 SCT030,20,11,Q1020,NOSIG,A3013,
METAR,RCNN,090800Z,330,09KT,9999,FEW012 SCT100,21,11,Q1020,NOSIG,A3013,
METAR,RCNN,090730Z,340,08KT,9999,FEW012 SCT100,21,12,Q1020,NOSIG,A3012,
METAR,RCNN,090700Z,330,07KT,9999,FEW012 SCT050 BKN080,21,11,Q1019,NOSIG,A3011,
METAR,RCNN,090630Z,330,06KT,9999,FEW012 BKN030 BKN060,21,11,Q1020,NOSIG,A3012,
METAR,RCNN,090600Z,340,08KT,9999,FEW012 BKN030 BKN060,21,11,Q1020,NOSIG,A3014,
METAR,RCNN,090530Z,340,07KT,9999,FEW012 BKN030 BKN060,21,11,Q1021,NOSIG,A3015,
METAR,RCNN,090500Z,270,08KT,9999,FEW012 SCT030 BKN060,20,10,Q1021,NOSIG,A3017,
METAR,RCNN,090430Z,340,10KT,9999,FEW012 SCT030 BKN060,19,10,Q1022,NOSIG,A3019,
METAR,RCNN,090400Z,320,08KT,9999,FEW012 SCT030 BKN060,19,10,Q1022,NOSIG,A3019,
METAR,RCNN,090330Z,310,07KT,9999,FEW012 SCT030 BKN060,20,09,Q1023,NOSIG,A3021,
METAR,RCNN,090300Z,310,06KT,9999,FEW012 SCT030 BKN060,19,09,Q1023,NOSIG,A3022,
